location,alias_city,alias_address,georeferencingString,type
BASSANO BRESCIANO: Via Lusignolo : COD.ASL 17013/2R,BASSANO BRESCIANO,Via Lusignolo,"Via Lusignolo, BASSANO BRESCIANO, BS, Lombardia, Italia",POINT
BASSANO BRESCIANO: Via Brescia,BASSANO BRESCIANO,Via Brescia,"Via Brescia, BASSANO BRESCIANO, BS, Lombardia, Italia",POINT
MANERBIO: Via Offlaga : Cimitero : COD.ASL 17103/4R,MANERBIO,Via Offlaga,"Via Offlaga, MANERBIO, BS, Lombardia, Italia",POINT
OFFLAGA: Via Conte Fè d'Ostiani : COD.ASL 17122/1R,OFFLAGA,Via Conte Fè d'Ostiani,"Via Conte Fè d'Ostiani, OFFLAGA, BS, Lombardia, Italia",POINT
Manerbio : Piazzale Ospedale,Manerbio,Piazzale Ospedale,"Piazzale Ospedale, Manerbio, BS, Lombardia, Italia",POINT
MANERBIO: Via Donatori del Sangue : COD.ASL 17103/3R,MANERBIO,Via Donatori del Sangue,"Via Donatori del Sangue, MANERBIO, BS, Lombardia, Italia",POINT
MANERBIO: Via Morandi angolo Via Boccaccio : COD.ASL 17103/1R,MANERBIO,Via Morandi angolo Via Boccaccio,"Via Morandi angolo Via Boccaccio, MANERBIO, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via IV Novembre : COD.ASL 17172/1R,SAN GERVASIO,Via IV Novembre,"Via IV Novembre, SAN GERVASIO, BS, Lombardia, Italia",POINT
MANERBIO: Piazza Italia : COD.ASL 17103/5R,MANERBIO,Piazza Italia,"Piazza Italia, MANERBIO, BS, Lombardia, Italia",POINT
MANERBIO: Via Roncagnani : COD.ASL 17103/2R,MANERBIO,Via Roncagnani,"Via Roncagnani, MANERBIO, BS, Lombardia, Italia",POINT
OFFLAGA: Piazza Vittoria : Cignano : COD.ASL 17122/2R,OFFLAGA,Piazza Vittoria,"Piazza Vittoria, OFFLAGA, BS, Lombardia, Italia",POINT
SAN GERVASIO: Via Cicogne : COD.ASL 17172/2R,SAN GERVASIO,Via Cicogne,"Via Cicogne, SAN GERVASIO, BS, Lombardia, Italia",POINT
BASSANO BRESCIANO: Via Martinengo : COD.ASL 17013/1R,BASSANO BRESCIANO,Via Martinengo,"Via Martinengo, BASSANO BRESCIANO, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Arrighini : COD.ASL 17113/2R ,MONTICHIARI,Via Arrighini,"Via Arrighini, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via dell'Artigianato : PIP : COD.ASL 17113/3R ,MONTICHIARI,Via dell'Artigianato,"Via dell'Artigianato, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Lame : Novagli : COD.ASL 17113/7R ,MONTICHIARI,Via Lame,"Via Lame, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Rampina di San Giorgio,MONTICHIARI,Via Rampina di San Giorgio,"Via Rampina di San Giorgio, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Boschetti di Mezzo : COD.ASL 17113/5R ,MONTICHIARI,Via Boschetti di Mezzo,"Via Boschetti di Mezzo, MONTICHIARI, BS, Lombardia, Italia",POINT
Montichiari : Via C. Inico,Montichiari,Via C. Inico,"Via C. Inico, Montichiari, BS, Lombardia, Italia",POINT
Montichiari : Via Carlo Cattaneo (Novagli),Montichiari,Via Carlo Cattaneo (Novagli),"Via Carlo Cattaneo (Novagli), Montichiari, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Allende : COD.ASL 17113/1R ,MONTICHIARI,Via Allende,"Via Allende, MONTICHIARI, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Alighieri : San Vito : COD.ASL 17014/4R ,BEDIZZOLE,Via Alighieri,"Via Alighieri, BEDIZZOLE, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Campagnoli : COD.ASL 17113/4R ,MONTICHIARI,Via Campagnoli,"Via Campagnoli, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Bernardino : Rò : COD.ASL 17113/10R ,MONTICHIARI,Via Bernardino,"Via Bernardino, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Sant'Eurosia : COD.ASL 17113/6R ,MONTICHIARI,Via Sant'Eurosia,"Via Sant'Eurosia, MONTICHIARI, BS, Lombardia, Italia",POINT
Mazzano : Viale della Resistenza (Molinetto),Mazzano,Viale della Resistenza (Molinetto),"Viale della Resistenza (Molinetto), Mazzano, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Signorina angolo Via Barazzola : COD.ASL 17014/1R ,BEDIZZOLE,Via Signorina angolo Via Barazzola,"Via Signorina angolo Via Barazzola, BEDIZZOLE, BS, Lombardia, Italia",POINT
Montichiari : Via San Giovanni (Vighizzolo),Montichiari,Via San Giovanni (Vighizzolo),"Via San Giovanni (Vighizzolo), Montichiari, BS, Lombardia, Italia",POINT
MAZZANO: Via Garibaldi : Molinetto : COD.ASL 17107/3R,MAZZANO,Via Garibaldi,"Via Garibaldi, MAZZANO, BS, Lombardia, Italia",POINT
Montichiari : Via C. Inico,Montichiari,Via C. Inico,"Via C. Inico, Montichiari, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Marconi,MONTICHIARI,Via Marconi,"Via Marconi, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Monsignor Quaranta,MONTICHIARI,Via Monsignor Quaranta,"Via Monsignor Quaranta, MONTICHIARI, BS, Lombardia, Italia",POINT
MAZZANO: Via Conciliazione : Ciliverghe : COD.ASL 17107/2R,MAZZANO,Via Conciliazione,"Via Conciliazione, MAZZANO, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Allende : COD.ASL 17113/1R ,MONTICHIARI,Via Allende,"Via Allende, MONTICHIARI, BS, Lombardia, Italia",POINT
MONTICHIARI: Via San Giovanni : Vighizzolo : COD.ASL 17113/11R ,MONTICHIARI,Via San Giovanni,"Via San Giovanni, MONTICHIARI, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Pieve : Pontenove : COD.ASL 17014/5R,BEDIZZOLE,Via Pieve,"Via Pieve, BEDIZZOLE, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via della Repubblica : COD.ASL 17009/4R ,BAGNOLO MELLA,Via della Repubblica,"Via della Repubblica, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via Roma : COD.ASL 17021/2R ,BORGOSATOLLO,Via Roma,"Via Roma, BORGOSATOLLO, BS, Lombardia, Italia",POINT
MONTIRONE: Piazza Risorgimento : COD.ASL 17114/1R ,MONTIRONE,Piazza Risorgimento,"Piazza Risorgimento, MONTIRONE, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via Roma : COD.ASL 17009/2R ,BAGNOLO MELLA,Via Roma,"Via Roma, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
MONTIRONE: Via Puccini : COD.ASL 17114/3R ,MONTIRONE,Via Puccini,"Via Puccini, MONTIRONE, BS, Lombardia, Italia",POINT
MONTIRONE: Via Campagna : COD.ASL 17114/2R ,MONTIRONE,Via Campagna,"Via Campagna, MONTIRONE, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via Urne di sotto : COD.ASL 17009/1R ,BAGNOLO MELLA,Via Urne di sotto,"Via Urne di sotto, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
Montirone : Via F. Corridoni,Montirone,Via F. Corridoni,"Via F. Corridoni, Montirone, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Tese : COD.ASL 17037/2R ,CAPRIANO DEL COLLE,Via Tese,"Via Tese, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via I Maggio : COD.ASL 17009/5R ,BAGNOLO MELLA,Via I Maggio,"Via I Maggio, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Viale Europa : COD.ASL 17009/3R ,BAGNOLO MELLA,Viale Europa,"Viale Europa, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
Bagnolo del Mella : Via Gobetti,Bagnolo del Mella,Via Gobetti,"Via Gobetti, Bagnolo del Mella, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Crispi angolo Via Galilei,ORZINUOVI,Via Crispi angolo Via Galilei,"Via Crispi angolo Via Galilei, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Milano : COD.ASL 17125/1R ,ORZINUOVI,Via Milano,"Via Milano, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Don Mazzolari : Coniolo : COD.ASL 17125/6R ,ORZINUOVI,Via Don Mazzolari,"Via Don Mazzolari, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Ferraroli : COD.ASL 17125/3R ,ORZINUOVI,Via Ferraroli,"Via Ferraroli, ORZINUOVI, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Tasso : Giardino : COD.ASL 17125/2R ,ORZINUOVI,Via Tasso,"Via Tasso, ORZINUOVI, BS, Lombardia, Italia",POINT
Orzinuovi : Via Giotto,Orzinuovi,Via Giotto,"Via Giotto, Orzinuovi, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Prebenda : Barco : COD.ASL 17125/4R ,ORZINUOVI,Via Prebenda,"Via Prebenda, ORZINUOVI, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Piazza Vittoria : Ludriano : COD.ASL 17162/2R ,ROCCAFRANCA,Piazza Vittoria,"Piazza Vittoria, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ORZINUOVI: Via IV Novembre : Ovanengo : COD.ASL 17125/5R ,ORZINUOVI,Via IV Novembre,"Via IV Novembre, ORZINUOVI, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Alighieri : San Vito : COD.ASL 17014/4R ,BEDIZZOLE,Via Alighieri,"Via Alighieri, BEDIZZOLE, BS, Lombardia, Italia",POINT
PAITONE: Via Chiosetto : COD.ASL 17132/1R,PAITONE,Via Chiosetto,"Via Chiosetto, PAITONE, BS, Lombardia, Italia",POINT
NUVOLERA: Via Livelli : COD.ASL 17120/1R,NUVOLERA,Via Livelli,"Via Livelli, NUVOLERA, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Valsabbia,BEDIZZOLE,Via Valsabbia,"Via Valsabbia, BEDIZZOLE, BS, Lombardia, Italia",POINT
SERLE: Via Leopardi : COD.ASL 17178/5R ,SERLE,Via Leopardi,"Via Leopardi, SERLE, BS, Lombardia, Italia",POINT
NUVOLERA: Via Valle : COD.ASL 17120/4R,NUVOLERA,Via Valle,"Via Valle, NUVOLERA, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Signorina angolo Via Barazzola : COD.ASL 17014/1R ,BEDIZZOLE,Via Signorina angolo Via Barazzola,"Via Signorina angolo Via Barazzola, BEDIZZOLE, BS, Lombardia, Italia",POINT
NUVOLERA: Via Roma,NUVOLERA,Via Roma,"Via Roma, NUVOLERA, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Macesina : COD.ASL 17014/3R ,BEDIZZOLE,Via Macesina,"Via Macesina, BEDIZZOLE, BS, Lombardia, Italia",POINT
Bedizzole : Piazzale Europa,Bedizzole,Piazzale Europa,"Piazzale Europa, Bedizzole, BS, Lombardia, Italia",POINT
Paitone : Via F. Braga,Paitone,Via F. Braga,"Via F. Braga, Paitone, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Libertà angolo Via IV Novembre : COD.ASL 17014/2R ,BEDIZZOLE,Via Libertà angolo Via IV Novembre,"Via Libertà angolo Via IV Novembre, BEDIZZOLE, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Pieve : Pontenove : COD.ASL 17014/5R,BEDIZZOLE,Via Pieve,"Via Pieve, BEDIZZOLE, BS, Lombardia, Italia",POINT
MAZZANO: Rotonda Paolo VI,MAZZANO,Rotonda Paolo VI,"Rotonda Paolo VI, MAZZANO, BS, Lombardia, Italia",POINT
PAITONE: Via Chiosetto : COD.ASL 17132/1R,PAITONE,Via Chiosetto,"Via Chiosetto, PAITONE, BS, Lombardia, Italia",POINT
MAZZANO: Via Conti Emili : COD.ASL 17107/1R,MAZZANO,Via Conti Emili,"Via Conti Emili, MAZZANO, BS, Lombardia, Italia",POINT
NUVOLERA: Via Livelli : COD.ASL 17120/1R,NUVOLERA,Via Livelli,"Via Livelli, NUVOLERA, BS, Lombardia, Italia",POINT
SERLE: Piazza Boifava : COD.ASL 17178/1R ,SERLE,Piazza Boifava,"Piazza Boifava, SERLE, BS, Lombardia, Italia",POINT
Botticino : Via Dante Alighieri,Botticino,Via Dante Alighieri,"Via Dante Alighieri, Botticino, BS, Lombardia, Italia",POINT
BOTTICINO: Piazza Aldo Moro : COD.ASL 17023/3R ,BOTTICINO,Piazza Aldo Moro,"Piazza Aldo Moro, BOTTICINO, BS, Lombardia, Italia",POINT
SERLE: Via Leopardi : COD.ASL 17178/5R ,SERLE,Via Leopardi,"Via Leopardi, SERLE, BS, Lombardia, Italia",POINT
Mazzano : Viale della Resistenza (Molinetto),Mazzano,Viale della Resistenza (Molinetto),"Viale della Resistenza (Molinetto), Mazzano, BS, Lombardia, Italia",POINT
Nuvolera : Via Camprelle,Nuvolera,Via Camprelle,"Via Camprelle, Nuvolera, BS, Lombardia, Italia",POINT
NUVOLERA: Via Valle : COD.ASL 17120/4R,NUVOLERA,Via Valle,"Via Valle, NUVOLERA, BS, Lombardia, Italia",POINT
BOTTICINO: Via Don Milani : Botticino Sera,BOTTICINO,Via Don Milani,"Via Don Milani, BOTTICINO, BS, Lombardia, Italia",POINT
MAZZANO: Via Garibaldi : Molinetto : COD.ASL 17107/3R,MAZZANO,Via Garibaldi,"Via Garibaldi, MAZZANO, BS, Lombardia, Italia",POINT
NUVOLERA: Via Roma,NUVOLERA,Via Roma,"Via Roma, NUVOLERA, BS, Lombardia, Italia",POINT
Paitone : Via F. Braga,Paitone,Via F. Braga,"Via F. Braga, Paitone, BS, Lombardia, Italia",POINT
NUVOLERA: Via Soldo : COD.ASL 17120/2R,NUVOLERA,Via Soldo,"Via Soldo, NUVOLERA, BS, Lombardia, Italia",POINT
SERLE: Via Salvandine : COD.ASL 17178/2R ,SERLE,Via Salvandine,"Via Salvandine, SERLE, BS, Lombardia, Italia",POINT
MAZZANO: Via Conciliazione : Ciliverghe : COD.ASL 17107/2R,MAZZANO,Via Conciliazione,"Via Conciliazione, MAZZANO, BS, Lombardia, Italia",POINT
BEDIZZOLE: Via Pieve : Pontenove : COD.ASL 17014/5R,BEDIZZOLE,Via Pieve,"Via Pieve, BEDIZZOLE, BS, Lombardia, Italia",POINT
CASTENEDOLO: Via Macina : COD.ASL 17043/3R ,CASTENEDOLO,Via Macina,"Via Macina, CASTENEDOLO, BS, Lombardia, Italia",POINT
PAITONE: Via Sarzena : COD.ASL 17132/3R,PAITONE,Via Sarzena,"Via Sarzena, PAITONE, BS, Lombardia, Italia",POINT
PAITONE: Via Chiosetto : COD.ASL 17132/1R,PAITONE,Via Chiosetto,"Via Chiosetto, PAITONE, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Sopranico : COD.ASL 17193/4R,VALLIO TERME,Via Sopranico,"Via Sopranico, VALLIO TERME, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Moro : COD.ASL 17077/1R,GAVARDO,Piazza Moro,"Piazza Moro, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Pesa : Limone : COD.ASL 17077/6R,GAVARDO,Piazza Pesa,"Piazza Pesa, GAVARDO, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Roma : COD.ASL 17193/7R,VALLIO TERME,Via Roma,"Via Roma, VALLIO TERME, BS, Lombardia, Italia",POINT
GAVARDO: Cimitero : Sopraponte : COD.ASL 17077/3R,GAVARDO,Cimitero,"Cimitero, GAVARDO, BS, Lombardia, Italia",POINT
GAVARDO: Via Sant'Antonio : Quarena : COD.ASL 17077/4R,GAVARDO,Via Sant'Antonio,"Via Sant'Antonio, GAVARDO, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Missane : COD.ASL 17164/4R,ROE VOLCIANO,Via Missane,"Via Missane, ROE VOLCIANO, BS, Lombardia, Italia",POINT
GAVARDO: Via S. Pellegrino : COD.ASL 17077/2R,GAVARDO,Via S. Pellegrino,"Via S. Pellegrino, GAVARDO, BS, Lombardia, Italia",POINT
VALLIO TERME: Via Caschino : COD.ASL 17193/5R,VALLIO TERME,Via Caschino,"Via Caschino, VALLIO TERME, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Berniga : COD.ASL 17201/4R,VILLANUOVA SUL CLISI,Via Berniga,"Via Berniga, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Pier : COD.ASL 17201/1R,VILLANUOVA SUL CLISI,Via Ponte Pier,"Via Ponte Pier, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
Villanuova sul Clisi : Piazza Roma,Villanuova sul Clisi,Piazza Roma,"Piazza Roma, Villanuova sul Clisi, BS, Lombardia, Italia",POINT
GAVARDO: Via Marzatica : COD.ASL 17077/5R,GAVARDO,Via Marzatica,"Via Marzatica, GAVARDO, BS, Lombardia, Italia",POINT
Paitone : Via F. Braga,Paitone,Via F. Braga,"Via F. Braga, Paitone, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Corioni : Soprazocco : COD.ASL 17077/7R,GAVARDO,Piazza Corioni,"Piazza Corioni, GAVARDO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Mezzane : Poggio al sole : COD.ASL 17201/3R,VILLANUOVA SUL CLISI,Via Mezzane,"Via Mezzane, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Chiese : Valverde : COD.ASL 17201/2R,VILLANUOVA SUL CLISI,Via Ponte Chiese,"Via Ponte Chiese, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via XXIV Maggio : COD.ASL 17201/6R,VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
PAITONE: Via Pospesio : COD.ASL 17132/2R,PAITONE,Via Pospesio,"Via Pospesio, PAITONE, BS, Lombardia, Italia",POINT
PAITONE: Via Sarzena : COD.ASL 17132/3R,PAITONE,Via Sarzena,"Via Sarzena, PAITONE, BS, Lombardia, Italia",POINT
POLAVENO: Via Tonetti : Gombio : COD.ASL 17144/2R ,POLAVENO,Via Tonetti,"Via Tonetti, POLAVENO, BS, Lombardia, Italia",POINT
POLAVENO: Via Peli : San Giovanni : COD.ASL 17144/1R ,POLAVENO,Via Peli,"Via Peli, POLAVENO, BS, Lombardia, Italia",POINT
Polaveno : via Petrarca (Gombio),Polaveno,via Petrarca (Gombio),"via Petrarca (Gombio), Polaveno, BS, Lombardia, Italia",POINT
BRIONE: Via S.Zenone : COD.ASL 17030/1R ,BRIONE,Via S.Zenone,"Via S.Zenone, BRIONE, BS, Lombardia, Italia",POINT
Brione : Strada Provinciale X,Brione,Strada Provinciale X,"Strada Provinciale X, Brione, BS, Lombardia, Italia",POINT
BRESCIA: Via San Benedetto : Buffalora : COD.ASL 17029/17R ,BRESCIA,Via San Benedetto,"Via San Benedetto, BRESCIA, BS, Lombardia, Italia",POINT
CASTENEDOLO: Via Garibaldi : COD.ASL 17043/1R ,CASTENEDOLO,Via Garibaldi,"Via Garibaldi, CASTENEDOLO, BS, Lombardia, Italia",POINT
Brescia : Corso Luigi Bazoli,Brescia,Corso Luigi Bazoli,"Corso Luigi Bazoli, Brescia, BS, Lombardia, Italia",POINT
MONTICHIARI: Via Fascia d'Oro : COD.ASL 17113/9R ,MONTICHIARI,Via Fascia d'Oro,"Via Fascia d'Oro, MONTICHIARI, BS, Lombardia, Italia",POINT
CASTENEDOLO: Via Pasubio : Capodimonte : COD.ASL 17043/4R ,CASTENEDOLO,Via Pasubio,"Via Pasubio, CASTENEDOLO, BS, Lombardia, Italia",POINT
CASTENEDOLO: Via Matteotti : COD.ASL 17043/2R ,CASTENEDOLO,Via Matteotti,"Via Matteotti, CASTENEDOLO, BS, Lombardia, Italia",POINT
Brescia : Via Sabbioneta,Brescia,Via Sabbioneta,"Via Sabbioneta, Brescia, BS, Lombardia, Italia",POINT
Castenedolo : Via Pietro Pisa,Castenedolo,Via Pietro Pisa,"Via Pietro Pisa, Castenedolo, BS, Lombardia, Italia",POINT
BRESCIA: Via Fiorentini : San Polo : COD.ASL 17029/15R ,BRESCIA,Via Fiorentini,"Via Fiorentini, BRESCIA, BS, Lombardia, Italia",POINT
MAZZANO: Via Conciliazione : Ciliverghe : COD.ASL 17107/2R,MAZZANO,Via Conciliazione,"Via Conciliazione, MAZZANO, BS, Lombardia, Italia",POINT
BRESCIA: Via Sant'Orsola : COD.ASL 17029/3R ,BRESCIA,Via Sant'Orsola,"Via Sant'Orsola, BRESCIA, BS, Lombardia, Italia",POINT
CASTENEDOLO: Via Macina : COD.ASL 17043/3R ,CASTENEDOLO,Via Macina,"Via Macina, CASTENEDOLO, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Trento : Fenili Belasi : COD.ASL 17037/3R ,CAPRIANO DEL COLLE,Via Trento,"Via Trento, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
Capriano del Colle : Via Garibaldi ,Capriano del Colle,Via Garibaldi,"Via Garibaldi, Capriano del Colle, BS, Lombardia, Italia",POINT
BRESCIA: Via Violino di Sotto : COD.ASL 17029/11R ,BRESCIA,Via Violino di Sotto,"Via Violino di Sotto, BRESCIA, BS, Lombardia, Italia",POINT
Brescia : Via Verziano,Brescia,Via Verziano,"Via Verziano, Brescia, BS, Lombardia, Italia",POINT
Capriano del Colle : Fenili Belasi,Capriano del Colle,Fenili Belasi,"Fenili Belasi, Capriano del Colle, BS, Lombardia, Italia",POINT
BRESCIA: Via Chiesanuova : COD.ASL 17029/23R ,BRESCIA,Via Chiesanuova,"Via Chiesanuova, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Grandi : COD.ASL 17029/22R ,BRESCIA,Via Grandi,"Via Grandi, BRESCIA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Tese : COD.ASL 17037/2R ,CAPRIANO DEL COLLE,Via Tese,"Via Tese, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
BRESCIA: Via Verziano : COD.ASL 17029/21R ,BRESCIA,Via Verziano,"Via Verziano, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via XI : Villaggio Sereno : COD.ASL 17029/20R ,BRESCIA,Via XI,"Via XI, BRESCIA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Morari : COD.ASL 17037/1R ,CAPRIANO DEL COLLE,Via Morari,"Via Morari, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
GUSSAGO: Via Civine : COD.ASL 17081/3R ,GUSSAGO,Via Civine,"Via Civine, GUSSAGO, BS, Lombardia, Italia",POINT
POLAVENO: Via Tonetti : Gombio : COD.ASL 17144/2R ,POLAVENO,Via Tonetti,"Via Tonetti, POLAVENO, BS, Lombardia, Italia",POINT
CONCESIO: Via Segheria : San Vigilio : COD.ASL 17061/2R,CONCESIO,Via Segheria,"Via Segheria, CONCESIO, BS, Lombardia, Italia",POINT
Gussago : Via Sale,Gussago,Via Sale,"Via Sale, Gussago, BS, Lombardia, Italia",POINT
BRESCIA: Via Capretti angolo Via Triumplina : COD.ASL 17029/27R ,BRESCIA,Via Capretti angolo Via Triumplina,"Via Capretti angolo Via Triumplina, BRESCIA, BS, Lombardia, Italia",POINT
CONCESIO: Via Mazzini : San Vigilio : COD.ASL 17061/1R ,CONCESIO,Via Mazzini,"Via Mazzini, CONCESIO, BS, Lombardia, Italia",POINT
GUSSAGO: Via Kennedy : Casaglio,GUSSAGO,Via Kennedy,"Via Kennedy, GUSSAGO, BS, Lombardia, Italia",POINT
CELLATICA: Via Aldo Moro : COD.ASL 17048/1R ,CELLATICA,Via Aldo Moro,"Via Aldo Moro, CELLATICA, BS, Lombardia, Italia",POINT
CELLATICA: Via Risorgimento : COD.ASL 17048/3R,CELLATICA,Via Risorgimento,"Via Risorgimento, CELLATICA, BS, Lombardia, Italia",POINT
COLLEBEATO: Via San Francesco : COD.ASL 17057/1R ,COLLEBEATO,Via San Francesco,"Via San Francesco, COLLEBEATO, BS, Lombardia, Italia",POINT
GUSSAGO: Piazza San Lorenzo : COD.ASL 17081/2R ,GUSSAGO,Piazza San Lorenzo,"Piazza San Lorenzo, GUSSAGO, BS, Lombardia, Italia",POINT
Bovezzo : Piazza 28 Maggio ,Bovezzo,Piazza 28 Maggio,"Piazza 28 Maggio, Bovezzo, BS, Lombardia, Italia",POINT
COLLEBEATO: Campiani : COD.ASL 17057/2R ,COLLEBEATO,Campiani,"Campiani, COLLEBEATO, BS, Lombardia, Italia",POINT
CONCESIO: Via Ca' de Bosio : COD.ASL 17061/3R ,CONCESIO,Via Ca' de Bosio,"Via Ca' de Bosio, CONCESIO, BS, Lombardia, Italia",POINT
Collebeato : Via Saletto,Collebeato,Via Saletto,"Via Saletto, Collebeato, BS, Lombardia, Italia",POINT
Polaveno : via Petrarca (Gombio),Polaveno,via Petrarca (Gombio),"via Petrarca (Gombio), Polaveno, BS, Lombardia, Italia",POINT
BOVEZZO: Via Canossi : COD.ASL 17025/2R ,BOVEZZO,Via Canossi,"Via Canossi, BOVEZZO, BS, Lombardia, Italia",POINT
GUSSAGO: Via Seriola : Navezze : COD.ASL 17081/4R ,GUSSAGO,Via Seriola,"Via Seriola, GUSSAGO, BS, Lombardia, Italia",POINT
Brione : Strada Provinciale X,Brione,Strada Provinciale X,"Strada Provinciale X, Brione, BS, Lombardia, Italia",POINT
CONCESIO: Via Due Muri : Roncaglie : COD.ASL 17061/5R,CONCESIO,Via Due Muri,"Via Due Muri, CONCESIO, BS, Lombardia, Italia",POINT
CONCESIO: Via Gilli : San Vigilio : COD.ASL 17061/4R,CONCESIO,Via Gilli,"Via Gilli, CONCESIO, BS, Lombardia, Italia",POINT
Cellatica : Via Magenta,Cellatica,Via Magenta,"Via Magenta, Cellatica, BS, Lombardia, Italia",POINT
BOVEZZO: Via Vittorio Veneto : COD.ASL 17025/1R ,BOVEZZO,Via Vittorio Veneto,"Via Vittorio Veneto, BOVEZZO, BS, Lombardia, Italia",POINT
CELLATICA: Via Montebello : COD.ASL 17048/2R ,CELLATICA,Via Montebello,"Via Montebello, CELLATICA, BS, Lombardia, Italia",POINT
GUSSAGO: Via Carrebbio,GUSSAGO,Via Carrebbio,"Via Carrebbio, GUSSAGO, BS, Lombardia, Italia",POINT
Concesio :  Via Pascoli,Concesio,Via Pascoli,"Via Pascoli, Concesio, BS, Lombardia, Italia",POINT
Ospitaletto : Via Sant'Antonio,Ospitaletto,Via Sant'Antonio,"Via Sant'Antonio, Ospitaletto, BS, Lombardia, Italia",POINT
OSPITALETTO: Via Leopardi : COD.ASL 17127/2R ,OSPITALETTO,Via Leopardi,"Via Leopardi, OSPITALETTO, BS, Lombardia, Italia",POINT
OSPITALETTO: Via Martiri della Libertà : COD.ASL 17127/3R ,OSPITALETTO,Via Martiri della Libertà,"Via Martiri della Libertà, OSPITALETTO, BS, Lombardia, Italia",POINT
NAVE: Via Monteclana alta : COD.ASL 17117/6R,NAVE,Via Monteclana alta,"Via Monteclana alta, NAVE, BS, Lombardia, Italia",POINT
NAVE: Trento : Mitria : COD.ASL 17117/4R,NAVE,Trento,"Trento, NAVE, BS, Lombardia, Italia",POINT
